price_id,date,material_category,sub_category,location_cluster,mandi_buying_price,recycler_offered_price,unit,market_range_min,market_range_max
PRC_00031,2026-05-01,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,110.75,135.82,KG,99.68,149.4
PRC_00032,2026-05-01,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,85.75,102.82,KG,77.18,113.1
PRC_00033,2026-05-01,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,120.75,150.82,KG,108.68,165.9
PRC_00034,2026-05-01,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,150.75,210.82,PIECE,135.68,231.9
PRC_00035,2026-05-01,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,60.75,90.82,PIECE,54.68,99.9
PRC_00036,2026-05-01,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,18.75,26.82,KG,16.88,29.5
PRC_00037,2026-05-01,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,280.75,320.82,KG,252.68,352.9
PRC_00038,2026-05-01,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,45.75,60.82,KG,41.18,66.9
PRC_00039,2026-05-01,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,420.75,470.82,KG,378.68,517.9
PRC_00040,2026-05-01,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,110.75,135.82,KG,99.68,149.4
PRC_00041,2026-05-01,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,85.75,102.82,KG,77.18,113.1
PRC_00042,2026-05-01,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,120.75,150.82,KG,108.68,165.9
PRC_00043,2026-05-01,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,150.75,210.82,PIECE,135.68,231.9
PRC_00044,2026-05-01,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,60.75,90.82,PIECE,54.68,99.9
PRC_00045,2026-05-01,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,18.75,26.82,KG,16.88,29.5
PRC_00046,2026-05-02,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,280.62,320.69,KG,252.56,352.76
PRC_00047,2026-05-02,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,45.62,60.69,KG,41.06,66.76
PRC_00048,2026-05-02,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,420.62,470.69,KG,378.56,517.76
PRC_00049,2026-05-02,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,110.62,135.69,KG,99.56,149.26
PRC_00050,2026-05-02,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,85.62,102.69,KG,77.06,112.96
PRC_00051,2026-05-02,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,120.62,150.69,KG,108.56,165.76
PRC_00052,2026-05-02,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,150.62,210.69,PIECE,135.56,231.76
PRC_00053,2026-05-02,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,60.62,90.69,PIECE,54.56,99.76
PRC_00054,2026-05-02,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,18.62,26.69,KG,16.76,29.36
PRC_00055,2026-05-02,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,280.62,320.69,KG,252.56,352.76
PRC_00056,2026-05-02,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,45.62,60.69,KG,41.06,66.76
PRC_00057,2026-05-02,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,420.62,470.69,KG,378.56,517.76
PRC_00058,2026-05-02,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,110.62,135.69,KG,99.56,149.26
PRC_00059,2026-05-02,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,85.62,102.69,KG,77.06,112.96
PRC_00060,2026-05-02,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,120.62,150.69,KG,108.56,165.76
PRC_00061,2026-05-02,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,150.62,210.69,PIECE,135.56,231.76
PRC_00062,2026-05-02,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,60.62,90.69,PIECE,54.56,99.76
PRC_00063,2026-05-02,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,18.62,26.69,KG,16.76,29.36
PRC_00064,2026-05-02,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,280.62,320.69,KG,252.56,352.76
PRC_00065,2026-05-02,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,45.62,60.69,KG,41.06,66.76
PRC_00066,2026-05-02,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,420.62,470.69,KG,378.56,517.76
PRC_00067,2026-05-02,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,110.62,135.69,KG,99.56,149.26
PRC_00068,2026-05-02,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,85.62,102.69,KG,77.06,112.96
PRC_00069,2026-05-02,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,120.62,150.69,KG,108.56,165.76
PRC_00070,2026-05-02,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,150.62,210.69,PIECE,135.56,231.76
PRC_00071,2026-05-02,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,60.62,90.69,PIECE,54.56,99.76
PRC_00072,2026-05-02,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,18.62,26.69,KG,16.76,29.36
PRC_00073,2026-05-02,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,280.62,320.69,KG,252.56,352.76
PRC_00074,2026-05-02,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,45.62,60.69,KG,41.06,66.76
PRC_00075,2026-05-02,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,420.62,470.69,KG,378.56,517.76
PRC_00076,2026-05-02,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,110.62,135.69,KG,99.56,149.26
PRC_00077,2026-05-02,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,85.62,102.69,KG,77.06,112.96
PRC_00078,2026-05-02,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,120.62,150.69,KG,108.56,165.76
PRC_00079,2026-05-02,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,150.62,210.69,PIECE,135.56,231.76
PRC_00080,2026-05-02,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,60.62,90.69,PIECE,54.56,99.76
PRC_00081,2026-05-02,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,18.62,26.69,KG,16.76,29.36
PRC_00082,2026-05-02,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,280.62,320.69,KG,252.56,352.76
PRC_00083,2026-05-02,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,45.62,60.69,KG,41.06,66.76
PRC_00084,2026-05-02,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,420.62,470.69,KG,378.56,517.76
PRC_00085,2026-05-02,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,110.62,135.69,KG,99.56,149.26
PRC_00086,2026-05-02,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,85.62,102.69,KG,77.06,112.96
PRC_00087,2026-05-02,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,120.62,150.69,KG,108.56,165.76
PRC_00088,2026-05-02,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,150.62,210.69,PIECE,135.56,231.76
PRC_00089,2026-05-02,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,60.62,90.69,PIECE,54.56,99.76
PRC_00090,2026-05-02,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,18.62,26.69,KG,16.76,29.36
PRC_00091,2026-05-03,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,282.63,322.89,KG,254.37,355.18
PRC_00092,2026-05-03,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,47.63,62.89,KG,42.87,69.18
PRC_00093,2026-05-03,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,422.63,472.89,KG,380.37,520.18
PRC_00094,2026-05-03,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,112.63,137.89,KG,101.37,151.68
PRC_00095,2026-05-03,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,87.63,104.89,KG,78.87,115.38
PRC_00096,2026-05-03,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,122.63,152.89,KG,110.37,168.18
PRC_00097,2026-05-03,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,152.63,212.89,PIECE,137.37,234.18
PRC_00098,2026-05-03,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,62.63,92.89,PIECE,56.37,102.18
PRC_00099,2026-05-03,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,20.63,28.89,KG,18.57,31.78
PRC_00100,2026-05-03,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,282.63,322.89,KG,254.37,355.18
PRC_00101,2026-05-03,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,47.63,62.89,KG,42.87,69.18
PRC_00102,2026-05-03,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,422.63,472.89,KG,380.37,520.18
PRC_00103,2026-05-03,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,112.63,137.89,KG,101.37,151.68
PRC_00104,2026-05-03,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,87.63,104.89,KG,78.87,115.38
PRC_00105,2026-05-03,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,122.63,152.89,KG,110.37,168.18
PRC_00106,2026-05-03,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,152.63,212.89,PIECE,137.37,234.18
PRC_00107,2026-05-03,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,62.63,92.89,PIECE,56.37,102.18
PRC_00108,2026-05-03,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,20.63,28.89,KG,18.57,31.78
PRC_00109,2026-05-03,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,282.63,322.89,KG,254.37,355.18
PRC_00110,2026-05-03,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,47.63,62.89,KG,42.87,69.18
PRC_00111,2026-05-03,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,422.63,472.89,KG,380.37,520.18
PRC_00112,2026-05-03,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,112.63,137.89,KG,101.37,151.68
PRC_00113,2026-05-03,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,87.63,104.89,KG,78.87,115.38
PRC_00114,2026-05-03,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,122.63,152.89,KG,110.37,168.18
PRC_00115,2026-05-03,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,152.63,212.89,PIECE,137.37,234.18
PRC_00116,2026-05-03,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,62.63,92.89,PIECE,56.37,102.18
PRC_00117,2026-05-03,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,20.63,28.89,KG,18.57,31.78
PRC_00118,2026-05-03,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,282.63,322.89,KG,254.37,355.18
PRC_00119,2026-05-03,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,47.63,62.89,KG,42.87,69.18
PRC_00120,2026-05-03,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,422.63,472.89,KG,380.37,520.18
PRC_00121,2026-05-03,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,112.63,137.89,KG,101.37,151.68
PRC_00122,2026-05-03,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,87.63,104.89,KG,78.87,115.38
PRC_00123,2026-05-03,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,122.63,152.89,KG,110.37,168.18
PRC_00124,2026-05-03,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,152.63,212.89,PIECE,137.37,234.18
PRC_00125,2026-05-03,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,62.63,92.89,PIECE,56.37,102.18
PRC_00126,2026-05-03,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,20.63,28.89,KG,18.57,31.78
PRC_00127,2026-05-03,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,282.63,322.89,KG,254.37,355.18
PRC_00128,2026-05-03,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,47.63,62.89,KG,42.87,69.18
PRC_00129,2026-05-03,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,422.63,472.89,KG,380.37,520.18
PRC_00130,2026-05-03,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,112.63,137.89,KG,101.37,151.68
PRC_00131,2026-05-03,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,87.63,104.89,KG,78.87,115.38
PRC_00132,2026-05-03,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,122.63,152.89,KG,110.37,168.18
PRC_00133,2026-05-03,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,152.63,212.89,PIECE,137.37,234.18
PRC_00134,2026-05-03,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,62.63,92.89,PIECE,56.37,102.18
PRC_00135,2026-05-03,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,20.63,28.89,KG,18.57,31.78
PRC_00136,2026-05-04,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,284.76,325.23,KG,256.28,357.75
PRC_00137,2026-05-04,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,49.76,65.23,KG,44.78,71.75
PRC_00138,2026-05-04,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,424.76,475.23,KG,382.28,522.75
PRC_00139,2026-05-04,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,114.76,140.23,KG,103.28,154.25
PRC_00140,2026-05-04,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,89.76,107.23,KG,80.78,117.95
PRC_00141,2026-05-04,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,124.76,155.23,KG,112.28,170.75
PRC_00142,2026-05-04,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,154.76,215.23,PIECE,139.28,236.75
PRC_00143,2026-05-04,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,64.76,95.23,PIECE,58.28,104.75
PRC_00144,2026-05-04,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,22.76,31.23,KG,20.48,34.35
PRC_00145,2026-05-04,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,284.76,325.23,KG,256.28,357.75
PRC_00146,2026-05-04,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,49.76,65.23,KG,44.78,71.75
PRC_00147,2026-05-04,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,424.76,475.23,KG,382.28,522.75
PRC_00148,2026-05-04,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,114.76,140.23,KG,103.28,154.25
PRC_00149,2026-05-04,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,89.76,107.23,KG,80.78,117.95
PRC_00150,2026-05-04,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,124.76,155.23,KG,112.28,170.75
PRC_00151,2026-05-04,DISPLAY,LCD_PANEL_INTACT,Mumbai-Dharavi Cluster,154.76,215.23,PIECE,139.28,236.75
PRC_00152,2026-05-04,DISPLAY,CRT_MONITOR,Mumbai-Dharavi Cluster,64.76,95.23,PIECE,58.28,104.75
PRC_00153,2026-05-04,PLASTIC,MIXED_EWASTE_CASING,Mumbai-Dharavi Cluster,22.76,31.23,KG,20.48,34.35
PRC_00154,2026-05-04,PCB,MOTHERBOARD_HIGH_GRADE,Bengaluru-Peenya Cluster,284.76,325.23,KG,256.28,357.75
PRC_00155,2026-05-04,PCB,POWER_SUPPLY_LOW_GRADE,Bengaluru-Peenya Cluster,49.76,65.23,KG,44.78,71.75
PRC_00156,2026-05-04,CABLE,COPPER_HEAVY_INSULATED,Bengaluru-Peenya Cluster,424.76,475.23,KG,382.28,522.75
PRC_00157,2026-05-04,CABLE,ALUMINIUM_WIRE,Bengaluru-Peenya Cluster,114.76,140.23,KG,103.28,154.25
PRC_00158,2026-05-04,BATTERY,LEAD_ACID,Bengaluru-Peenya Cluster,89.76,107.23,KG,80.78,117.95
PRC_00159,2026-05-04,BATTERY,BATTERY_LITHIUM_PORTABLE,Bengaluru-Peenya Cluster,124.76,155.23,KG,112.28,170.75
PRC_00160,2026-05-04,DISPLAY,LCD_PANEL_INTACT,Bengaluru-Peenya Cluster,154.76,215.23,PIECE,139.28,236.75
PRC_00161,2026-05-04,DISPLAY,CRT_MONITOR,Bengaluru-Peenya Cluster,64.76,95.23,PIECE,58.28,104.75
PRC_00162,2026-05-04,PLASTIC,MIXED_EWASTE_CASING,Bengaluru-Peenya Cluster,22.76,31.23,KG,20.48,34.35
PRC_00163,2026-05-04,PCB,MOTHERBOARD_HIGH_GRADE,Bhubaneswar-Cuttack Cluster,284.76,325.23,KG,256.28,357.75
PRC_00164,2026-05-04,PCB,POWER_SUPPLY_LOW_GRADE,Bhubaneswar-Cuttack Cluster,49.76,65.23,KG,44.78,71.75
PRC_00165,2026-05-04,CABLE,COPPER_HEAVY_INSULATED,Bhubaneswar-Cuttack Cluster,424.76,475.23,KG,382.28,522.75
PRC_00166,2026-05-04,CABLE,ALUMINIUM_WIRE,Bhubaneswar-Cuttack Cluster,114.76,140.23,KG,103.28,154.25
PRC_00167,2026-05-04,BATTERY,LEAD_ACID,Bhubaneswar-Cuttack Cluster,89.76,107.23,KG,80.78,117.95
PRC_00168,2026-05-04,BATTERY,BATTERY_LITHIUM_PORTABLE,Bhubaneswar-Cuttack Cluster,124.76,155.23,KG,112.28,170.75
PRC_00169,2026-05-04,DISPLAY,LCD_PANEL_INTACT,Bhubaneswar-Cuttack Cluster,154.76,215.23,PIECE,139.28,236.75
PRC_00170,2026-05-04,DISPLAY,CRT_MONITOR,Bhubaneswar-Cuttack Cluster,64.76,95.23,PIECE,58.28,104.75
PRC_00171,2026-05-04,PLASTIC,MIXED_EWASTE_CASING,Bhubaneswar-Cuttack Cluster,22.76,31.23,KG,20.48,34.35
PRC_00172,2026-05-04,PCB,MOTHERBOARD_HIGH_GRADE,Chennai-Ambattur Cluster,284.76,325.23,KG,256.28,357.75
PRC_00173,2026-05-04,PCB,POWER_SUPPLY_LOW_GRADE,Chennai-Ambattur Cluster,49.76,65.23,KG,44.78,71.75
PRC_00174,2026-05-04,CABLE,COPPER_HEAVY_INSULATED,Chennai-Ambattur Cluster,424.76,475.23,KG,382.28,522.75
PRC_00175,2026-05-04,CABLE,ALUMINIUM_WIRE,Chennai-Ambattur Cluster,114.76,140.23,KG,103.28,154.25
PRC_00176,2026-05-04,BATTERY,LEAD_ACID,Chennai-Ambattur Cluster,89.76,107.23,KG,80.78,117.95
PRC_00177,2026-05-04,BATTERY,BATTERY_LITHIUM_PORTABLE,Chennai-Ambattur Cluster,124.76,155.23,KG,112.28,170.75
PRC_00178,2026-05-04,DISPLAY,LCD_PANEL_INTACT,Chennai-Ambattur Cluster,154.76,215.23,PIECE,139.28,236.75
PRC_00179,2026-05-04,DISPLAY,CRT_MONITOR,Chennai-Ambattur Cluster,64.76,95.23,PIECE,58.28,104.75
PRC_00180,2026-05-04,PLASTIC,MIXED_EWASTE_CASING,Chennai-Ambattur Cluster,22.76,31.23,KG,20.48,34.35
PRC_00181,2026-05-05,PCB,MOTHERBOARD_HIGH_GRADE,Delhi-Mayapuri Cluster,282.92,323.21,KG,254.63,355.53
PRC_00182,2026-05-05,PCB,POWER_SUPPLY_LOW_GRADE,Delhi-Mayapuri Cluster,47.92,63.21,KG,43.13,69.53
PRC_00183,2026-05-05,CABLE,COPPER_HEAVY_INSULATED,Delhi-Mayapuri Cluster,422.92,473.21,KG,380.63,520.53
PRC_00184,2026-05-05,CABLE,ALUMINIUM_WIRE,Delhi-Mayapuri Cluster,112.92,138.21,KG,101.63,152.03
PRC_00185,2026-05-05,BATTERY,LEAD_ACID,Delhi-Mayapuri Cluster,87.92,105.21,KG,79.13,115.73
PRC_00186,2026-05-05,BATTERY,BATTERY_LITHIUM_PORTABLE,Delhi-Mayapuri Cluster,122.92,153.21,KG,110.63,168.53
PRC_00187,2026-05-05,DISPLAY,LCD_PANEL_INTACT,Delhi-Mayapuri Cluster,152.92,213.21,PIECE,137.63,234.53
PRC_00188,2026-05-05,DISPLAY,CRT_MONITOR,Delhi-Mayapuri Cluster,62.92,93.21,PIECE,56.63,102.53
PRC_00189,2026-05-05,PLASTIC,MIXED_EWASTE_CASING,Delhi-Mayapuri Cluster,20.92,29.21,KG,18.83,32.13
PRC_00190,2026-05-05,PCB,MOTHERBOARD_HIGH_GRADE,Mumbai-Dharavi Cluster,282.92,323.21,KG,254.63,355.53
PRC_00191,2026-05-05,PCB,POWER_SUPPLY_LOW_GRADE,Mumbai-Dharavi Cluster,47.92,63.21,KG,43.13,69.53
PRC_00192,2026-05-05,CABLE,COPPER_HEAVY_INSULATED,Mumbai-Dharavi Cluster,422.92,473.21,KG,380.63,520.53
PRC_00193,2026-05-05,CABLE,ALUMINIUM_WIRE,Mumbai-Dharavi Cluster,112.92,138.21,KG,101.63,152.03
PRC_00194,2026-05-05,BATTERY,LEAD_ACID,Mumbai-Dharavi Cluster,87.92,105.21,KG,79.13,115.73
PRC_00195,2026-05-05,BATTERY,BATTERY_LITHIUM_PORTABLE,Mumbai-Dharavi Cluster,122.92,153.21,KG,110.63,168.53
